Species,Site,Age,Height_in,Canopy_area_in2,Total_Fruit_No,HV_m2_cm2,WD,Ks,KL_Units,TotalAssim,BW_dry_avg,Photo,Trmmol,Cond,WUE_Intrinsic,Thick_cm,Area_cm2,LMA_g.cm2,LWR,LD_g.cm3,Length_mm_Top,Density_mm2_Top,SPI_Top,WUE_Instantaneous
PRRE,Cederberg,6,49,1919.513111,30,1.072468,0.553808665,0.564734823,5.27E-05,155286.9989,1.0445,14.4980454,6.340505894,0.900049357,16.10805595,0.04985,6.814155,0.028983784,13.14215951,0.58141994,0.045833333,47.15702018,0.09906249,2.286575495
PRRE,Cederberg,8,58,2424.52413,68,1.25008,0.533676501,0.070321563,5.64E-06,178580.9426,0.774,14.31015059,6.755310109,1.023461622,13.98210767,0.047216667,5.67082,0.02900815,12.82280788,0.614362509,0.05,46.63305327,0.116582633,2.118355835
PRPU,Swartberg,12,64,1624.203402,51,0.403955,0.518906878,0.401456726,9.95E-05,55334.03229,0.7685,13.71674753,2.372838288,0.16871003,81.30368734,0.0571,13.80841,0.02780914,1.96776047,0.487025219,0.031666667,56.58842421,0.056745614,5.780734237
PRPU,Swartberg,9,56,1010.807436,32,0.223202,0.550797692,1.066816834,0.000477961,34180.92276,0.9165,15.31391938,2.662343022,0.182775623,83.7853491,0.056366667,10.49821,0.0285763,3.580565319,0.506971611,0.041666667,61.82809313,0.107340439,5.752045944
PRPU,Swartberg,10,50,754.767635,31,0.483038,0.613963101,0.486730614,0.000100765,74508.79446,0.6715,15.42504677,2.342269579,0.173253895,89.03145739,0.054866667,14.05042,0.025977871,2.340592519,0.473472737,0.036666667,51.34875529,0.069035549,6.585513003
PRPU,Swartberg,12,74,1094.84504,28,1.026581,0.537904035,0.656721046,6.40E-05,155363.3543,0.8165,15.13405046,2.419876441,0.173434003,87.26114948,0.055066667,11.99096,0.026019601,3.04539524,0.472510911,0.038333333,53.44462287,0.078533904,6.254059176
PRPU,Swartberg,9,64,988.0308896,27,0.471288,0.561555216,0.276246504,5.87E-05,79594.07324,0.632,16.91306844,2.934943378,0.239199017,70.70709843,0.0566,14.40374,0.024715803,2.356646563,0.436674965,0.045,53.44462287,0.108225361,5.762655786
PRPU,Swartberg,13,69,3680.375794,88,0.467299,0.537791482,0.709726151,0.000152046,66902.94809,0.9045,14.33275944,2.101916065,0.157789713,90.83456182,0.061,14.78546,0.03151745,2.459709798,0.516679508,0.041666667,44.01321883,0.076411838,6.818901896
PRPU,Swartberg,13,70,1762.433479,28,1.097839,0.515523125,0.773862153,7.05E-05,185281.2486,0.956,16.87690382,2.204249653,0.169629947,99.49247829,0.0668,15.64873,0.028436812,2.635938231,0.425700778,0.035,60.78015933,0.074455695,7.656530102
PRPU,Swartberg,9,56,1055.575132,21,0.598833,0.582586082,1.315880762,0.000219741,106331.0734,1.183,17.75639554,1.839816835,0.15958338,111.267198,0.063766667,18.48808,0.030830676,1.973816376,0.483492041,0.031666667,64.97189447,0.065152372,9.651175705
PRPU,Swartberg,9,65,2123.716634,46,0.280864,0.596526421,0.28270616,0.000100817,38943.54763,0.604,13.88780951,2.272024671,0.203139999,68.3657063,0.0632,10.46591,0.028951138,2.753571586,0.458087627,0.036666667,52.39668909,0.070444437,6.11252584
PRPU,Swartberg,9,70,657.3782628,39,0.706881,0.532605569,0.78627118,0.000111231,117213.8988,0.824,16.58183448,2.714069328,0.239821784,69.14231978,0.060433333,17.06639,0.02742232,2.19589933,0.453761503,0.035,58.68429178,0.071888257,6.109583977
PRPU,Swartberg,10,50,1416.858287,28,1.313867,0.490602242,0.817556944,6.23E-05,173083.3993,1.117,13.18726909,2.211806257,0.159011597,82.93275043,0.0504,12.98814,0.022636036,2.270655772,0.449127698,0.036666667,61.82809313,0.083124436,5.962217101
PRPU,Swartberg,7,56,1484.402529,58,1.061934,0.483959166,1.223912664,0.000115253,163075.6549,0.818,15.35648432,2.431620383,0.195609513,78.50581541,0.0538,16.65044,0.024924266,2.515036954,0.46327632,0.036666667,53.44462287,0.071853326,6.315329657
PRPU,Swartberg,10,63,1770.28746,64,0.740127,0.549490874,0.733154436,9.91E-05,112526.6471,0.9545,15.20368756,2.087563985,0.198822245,76.46874503,0.064233333,16.30216,0.032204321,2.238460083,0.501364626,0.035,52.39668909,0.064185944,7.282980387
PRPU,Swartberg,9,63,1878.672407,57,0.678545,0.585362645,0.568489216,8.38E-05,99362.48303,0.725,14.64345721,1.929949348,0.173137781,84.57690243,0.060266667,19.93705,0.030345513,2.497697562,0.503520678,0.04,57.63635798,0.092218173,7.587482659
PRPU,Swartberg,9,57,1119.977781,38,0.644619,0.565665665,0.625465842,9.70E-05,85892.80751,0.7845,13.32458139,1.945534476,0.18514146,71.96973271,0.059833333,13.06458,0.032377619,2.41840473,0.541130126,0.036666667,58.68429178,0.07889777,6.848802504
PRPU,Swartberg,7,52,962.1127502,28,0.695242,0.410321875,0.190084669,2.74E-05,91422.9251,0.6675,13.16987236,1.578318137,0.138850055,94.84960132,0.0636,12.78133,0.028166083,1.672802079,0.44286294,0.035,52.39668909,0.064185944,8.344244453
PREX,Swartberg,11,76,2226.603793,9,0.735158,0.440510721,0.760376164,0.00010343,106563.9631,1.183,14.49537671,1.531731895,0.123873736,117.0173531,0.048466667,31.46091,0.021582338,1.831187348,0.445302707,0.023333333,70.21156336,0.038226296,9.463390269
PREX,Swartberg,12,78,1731.017552,22,0.746724,0.452671771,0.688813352,9.23E-05,105138.2213,1.105,14.0920374,1.634281059,0.145431269,96.89826333,0.042133333,33.34545,0.018923121,2.03528261,0.449124711,0.026666667,79.6429674,0.056634999,8.622774719
PREX,Swartberg,12,81,3732.212072,11,1.025491,0.462649209,0.461689654,4.50E-05,136310.5166,1.0805,13.29221542,1.371800771,0.111590468,119.1160469,0.0445,49.74623,0.021348351,1.808631459,0.479738225,0.026666667,76.49916605,0.054399407,9.689610693
PREX,Swartberg,12,94,2705.696673,13,0.625659,0.452495371,0.480922987,7.69E-05,96771.33792,1.128,15.48078835,1.903219385,0.158046874,97.95061401,0.042833333,48.11839,0.022403077,2.07762855,0.523029039,0.031666667,66.01982825,0.066203217,8.134000984
PREX,Swartberg,13,76,2375.044046,25,0.594554,0.394752404,0.288996452,4.87E-05,82052.21666,1.177,13.81359175,1.627128747,0.119039694,116.0418957,0.0441,31.16045,0.01928727,1.818619154,0.437353061,0.026666667,59.73222556,0.042476249,8.489550551
PREX,Swartberg,14,77,4473.627939,26,0.321284,0.404505698,0.463717061,0.000144332,37813.50355,0.9675,11.76948705,1.345416493,0.098660018,119.2933803,0.042666667,35.22932,0.018677624,2.098793096,0.437756809,0.026666667,62.8760269,0.044711841,8.747839135
PREX,Swartberg,14,77,4072.289477,7,0.918227,0.438401297,0.855143185,9.32E-05,152858.159,1.2885,16.66050912,2.134254553,0.19941418,83.54726389,0.0416,38.11487,0.018418009,1.747402173,0.442740601,0.028333333,63.92396067,0.051316735,7.806242745
PREX,Swartberg,13,82,3298.672286,8,0.95396,0.404751231,0.384205579,4.03E-05,134583.6692,1.0555,14.10789438,1.531240755,0.129607113,108.8512355,0.043,41.79908,0.020641603,2.008730692,0.480037279,0.03,66.01982825,0.059417845,9.213374405
PREX,Swartberg,13,73,2506.990938,16,0.331664,0.431952793,0.310228039,9.35E-05,56493.67395,1.081,17.03340954,1.942442413,0.146700082,116.1104296,0.044566667,40.25226,0.020875846,1.800578682,0.468418381,0.025,64.97189447,0.040607434,8.769067966
PREX,Swartberg,15,88,4058.937708,11,0.58305,0.476082626,0.30237013,5.19E-05,77990.01961,1.1865,13.37622532,1.45543364,0.116438821,114.8777118,0.042566667,43.15421,0.023003549,2.113429102,0.540412267,0.025,62.8760269,0.039297517,9.190542909
PREX,Swartberg,12,77,1919.513111,12,0.998131,0.548156096,0.557995119,5.59E-05,151854.1582,1.1525,15.22504572,1.609277902,0.132711519,114.7228653,0.0468,47.49854,0.0232744,1.822714783,0.497316239,0.03,72.30743094,0.065076688,9.460793379
PREX,Swartberg,13,73,1598.285263,9,0.658759,0.462245322,0.543231285,8.25E-05,102435.635,1.1955,15.54979518,1.737335966,0.141016998,110.268942,0.037833333,43.87099,0.019698666,1.951950523,0.52066959,0.028333333,66.01982825,0.052999251,8.950367393
PREX,Swartberg,12,68,1770.28746,12,0.646597,0.438337915,0.316293518,4.90E-05,95977.58318,0.84,14.85893254,1.597526361,0.104872405,141.6858185,0.040766667,33.96186,0.019904681,1.83174446,0.488258729,0.03,74.40329851,0.066962969,9.301212739
PREX,Swartberg,14,76,3420.409002,19,0.594626,0.452254334,0.412783776,6.94E-05,83851.32948,1.224,14.10151868,1.545886805,0.108645154,129.7942721,0.044966667,40.25255,0.023106611,2.170996664,0.513860878,0.028333333,64.97189447,0.052157993,9.121960699
PREX,Swartberg,11,64,852.1570073,6,0.753623,0.46959059,0.886589142,0.000117735,116764.4182,1.2945,15.5057647,1.468581956,0.127073657,122.0218656,0.0431,51.77283,0.018268269,1.828352413,0.423857749,0.026666667,81.73883497,0.058125394,10.5583244
PRRE,Swartberg,10,93,3044.203281,53,0.572103,0.596316312,0.579635594,0.000101317,51218.02514,0.8505,8.952594928,0.922629359,0.059629408,150.1372432,0.045666667,5.737765,0.029541119,14.39139432,0.646885813,0.061666667,34.5818148,0.131506957,9.703349282
PRRE,Swartberg,13,84,2695.486497,61,0.460513,0.536091032,0.701495963,0.000152329,51050.59187,0.8865,11.08559623,1.350302893,0.095043617,116.6369355,0.047233333,4.06877,0.030353153,13.99640039,0.642621451,0.05,36.67768237,0.091694206,8.20971079
PRRE,Swartberg,11,65,3364.645732,40,0.628955,0.549102604,0.887483234,0.00014123,95775.50693,0.8275,15.241251,1.519149155,0.115801586,131.6152181,0.040666667,5.61367,0.0292144,9.482934547,0.718386879,0.058333333,44.01321883,0.149767203,10.03275482
PRRE,Swartberg,10,71,2026.327262,60,1.003119,0.574069475,0.528455799,5.28E-05,138306.0994,0.9435,13.80611057,1.790724132,0.15435435,89.44425972,0.0397,6.761905,0.028320422,12.42433295,0.713360756,0.055833333,36.67768237,0.114337581,7.70979199
PRRE,Swartberg,10,73,1884.955592,43,0.630781,0.627782628,0.571928048,9.07E-05,60789.47515,0.727,9.637183469,0.782246218,0.060480757,159.3429703,0.0511,5.569975,0.029533346,14.84606651,0.577951977,0.058333333,36.15371547,0.12302306,12.31988503
PRRE,Swartberg,10,69,1696.460033,56,0.351578,0.509637019,0.45186886,0.000128526,58458.35185,0.943,16.62743084,2.289614728,0.220879799,75.27818712,0.0393,3.706655,0.027787857,7.10281981,0.707070153,0.06,41.39338439,0.149016184,7.262108614
PRRE,Swartberg,9,72,1866.106036,34,0.556411,0.589103555,0.753071652,0.000135521,72844.21044,0.6145,13.10882538,1.614672982,0.129185968,101.4725174,0.0402,5.948855,0.028492878,15.55561885,0.70877806,0.060833333,35.1057817,0.129915771,8.118563651
PRRE,Swartberg,10,81,1624.203402,45,0.707075,0.567913787,0.351429757,4.98E-05,78132.71302,0.9395,11.06947834,1.394193323,0.107789624,102.6952125,0.046266667,6.591475,0.031100778,13.04532232,0.672207012,0.058333333,32.48594722,0.110542459,7.939701157
PRRE,Swartberg,10,69,2120.575041,37,0.768761,0.613713286,0.391721099,5.10E-05,84063.95717,0.752,10.93499472,1.382830412,0.100972734,108.2965102,0.048966667,6.11412,0.03181161,9.603679425,0.649658471,0.06,36.15371547,0.130153376,7.907690361
PRRE,Swartberg,13,80,2289.435646,55,0.629749,0.611700573,0.393183052,6.24E-05,84372.14199,0.7065,13.39773911,1.484175405,0.129951438,103.0980443,0.047933333,4.040615,0.027471066,9.510742239,0.573109865,0.055,40.86941749,0.123629988,9.02705911
PRRE,Swartberg,9,76,3735.353665,91,0.626369,0.54298233,1.03600828,0.000165399,56382.33747,0.7925,9.001463894,1.32556504,0.11176555,80.53880551,0.046033333,5.25589,0.030537169,11.33661443,0.663370801,0.0625,30.91404656,0.120757994,6.79066181
PRRE,Swartberg,11,83,3138.451061,82,0.774281,0.667072989,0.157266827,2.03E-05,102284.6175,0.641,13.21026499,2.019149142,0.136350621,96.88452383,0.0475,5.37873,0.031605974,17.16461924,0.665388926,0.06,37.20164924,0.133925937,6.542490951
PRRE,Swartberg,10,66,2395.464398,65,0.544007,0.5600325,0.793782246,0.000145914,49392.23992,0.824,9.079334616,1.263887958,0.082837985,109.6035184,0.0489,5.79584,0.029245114,9.720387696,0.598059591,0.064166667,31.96198035,0.131599015,7.183654657
PRRE,Swartberg,9,82,2671.924552,58,0.561603,0.612949961,0.161744696,2.88E-05,52853.50628,0.8955,9.411185704,1.447372469,0.084376864,111.5375146,0.0421,4.885685,0.028450463,8.29705158,0.675782969,0.058333333,48.20495395,0.164030746,6.502255574
PRRE,Swartberg,10,68,1075.210086,17,0.671866,0.625588105,0.599803944,8.94E-05,80775.21771,0.768,12.04577765,1.53331405,0.096286522,125.1034662,0.0408,5.082025,0.025580354,16.87698341,0.626969461,0.058333333,35.62974857,0.121240117,7.856040744
PRRE,Swartberg,11,91,5673.716332,109,1.324538,0.589316588,0.100020207,7.55E-06,150207.6176,0.63,11.34037662,1.694078942,0.103640871,109.4199278,0.050033333,6.650995,0.029394098,12.19085045,0.587490304,0.061666667,30.39007967,0.11556672,6.694125249
PRRE,Swartberg,11,98,3513.085985,80,0.837705,0.625757871,0.631085314,7.54E-05,91106.66473,0.6815,10.89214974,0.958457757,0.039192468,277.914362,0.038333333,5.69411,0.028187021,9.458439522,0.735313598,0.055833333,36.15371547,0.112704187,11.36424601
PRRE,Swartberg,11,63,2277.654674,50,0.936361,0.593208196,0.585819252,6.27E-05,127974.1089,0.8475,13.68645197,1.912107847,0.132990239,102.9132068,0.042266667,5.00563,0.028368058,14.33110365,0.671168559,0.055,31.96198035,0.096684991,7.15778244
PRRE,Swartberg,11,101,3991.393466,79,0.607528,0.574895418,0.497678936,8.20E-05,88458.53847,0.88,14.5793404,1.479921115,0.058659115,248.543477,0.044366667,5.82233,0.030486077,9.656620935,0.687139221,0.06,31.43801345,0.113176848,9.851430764
PRRE,Swartberg,10,79,2164.557338,35,0.781564,0.665548046,0.16656212,2.13E-05,83595.54205,0.726,10.71486278,1.114855277,0.043432047,246.7040704,0.050833333,6.432825,0.03085736,11.67423011,0.607030037,0.055,36.15371547,0.109364989,9.610989876
